key|S_Kr|S_En|S_Beon|S_Esp|S_Deu|S_Idn|S_Tha|S_Fr|S_Gan|S_Rus
40006|핫핫핫! 대체 무슨 소리를 하는 건가. \n크리스티나 사령관이 기대하고 있다고 말한건 바로 짐이야.|Hahaha! What are you talking about.\nCommander Christina was looking forward for me, and only me.|Hahaha! What are you talking about.\nCommander Christina was looking forward for me, and only me.|Hahaha! What are you talking about.\nCommander Christina was looking forward for me, and only me.|Hahaha! What are you talking about.\nCommander Christina was looking forward for me, and only me.|Hahaha! What are you talking about.\nCommander Christina was looking forward for me, and only me.|Hahaha! What are you talking about.\nCommander Christina was looking forward for me, and only me.|Hahaha! What are you talking about.\nCommander Christina was looking forward for me, and only me.|Hahaha! What are you talking about.\nCommander Christina was looking forward for me, and only me.|Hahaha! What are you talking about.\nCommander Christina was looking forward for me, and only me.
40007|왕족이 가진 카리스마, 일기당천의 무력, 그리고 어떤 적이라도 묻어 버리는 지략! \n짐이 통솔하는 제2소대라면 무사히 임무를 달성할 것이라고 생각했겠지!|The charisma of a royal blood, the undefeated strengths and my tactical wisdom! \nOf course she would have thought that our 2nd platoon would have made it without fuss, given that I am in command!|The charisma of a royal blood, the undefeated strengths and my tactical wisdom! \nOf course she would have thought that our 2nd platoon would have made it without fuss, given that I am in command!|The charisma of a royal blood, the undefeated strengths and my tactical wisdom! \nOf course she would have thought that our 2nd platoon would have made it without fuss, given that I am in command!|The charisma of a royal blood, the undefeated strengths and my tactical wisdom! \nOf course she would have thought that our 2nd platoon would have made it without fuss, given that I am in command!|The charisma of a royal blood, the undefeated strengths and my tactical wisdom! \nOf course she would have thought that our 2nd platoon would have made it without fuss, given that I am in command!|The charisma of a royal blood, the undefeated strengths and my tactical wisdom! \nOf course she would have thought that our 2nd platoon would have made it without fuss, given that I am in command!|The charisma of a royal blood, the undefeated strengths and my tactical wisdom! \nOf course she would have thought that our 2nd platoon would have made it without fuss, given that I am in command!|The charisma of a royal blood, the undefeated strengths and my tactical wisdom! \nOf course she would have thought that our 2nd platoon would have made it without fuss, given that I am in command!|The charisma of a royal blood, the undefeated strengths and my tactical wisdom! \nOf course she would have thought that our 2nd platoon would have made it without fuss, given that I am in command!
40008|헤에, 아뉴한테 정말 그렇게 말했다고~?|Oh? She really told that so to Aneu?|Oh? She really told that so to Aneu?|Oh? She really told that so to Aneu?|Oh? She really told that so to Aneu?|Oh? She really told that so to Aneu?|Oh? She really told that so to Aneu?|Oh? She really told that so to Aneu?|Oh? She really told that so to Aneu?|Oh? She really told that so to Aneu?
40009|의심하는겐가?! \n어이, 자네는 이전날의 무전을 듣고 있었겠지?!|Are you doubting me?!\n Hey, you heard the radio contact yourself the other day?!|Are you doubting me?!\n Hey, you heard the radio contact yourself the other day?!|Are you doubting me?!\n Hey, you heard the radio contact yourself the other day?!|Are you doubting me?!\n Hey, you heard the radio contact yourself the other day?!|Are you doubting me?!\n Hey, you heard the radio contact yourself the other day?!|Are you doubting me?!\n Hey, you heard the radio contact yourself the other day?!|Are you doubting me?!\n Hey, you heard the radio contact yourself the other day?!|Are you doubting me?!\n Hey, you heard the radio contact yourself the other day?!|Are you doubting me?!\n Hey, you heard the radio contact yourself the other day?!
40010|자자, 두 사람 다 진정하고...|Okay, now. Both of you calm down...|Okay, now. Both of you calm down...|Okay, now. Both of you calm down...|Okay, now. Both of you calm down...|Okay, now. Both of you calm down...|Okay, now. Both of you calm down...|Okay, now. Both of you calm down...|Okay, now. Both of you calm down...|Okay, now. Both of you calm down...
40011|전에 크리스티나 사령관은 양쪽 모두에게 '자네에게 기대하고 있다'라고 말했었지만, \n왠지 번거로운 사태로 번질 것 같아 더 이상 말하지 않고 넘어간다.|Commander Christina did say that she was looking forward to BOTH sides,\nbut let's just keep it this way to avoid further stress.|Commander Christina did say that she was looking forward to BOTH sides,\nbut let's just keep it this way to avoid further stress.|Commander Christina did say that she was looking forward to BOTH sides,\nbut let's just keep it this way to avoid further stress.|Commander Christina did say that she was looking forward to BOTH sides,\nbut let's just keep it this way to avoid further stress.|Commander Christina did say that she was looking forward to BOTH sides,\nbut let's just keep it this way to avoid further stress.|Commander Christina did say that she was looking forward to BOTH sides,\nbut let's just keep it this way to avoid further stress.|Commander Christina did say that she was looking forward to BOTH sides,\nbut let's just keep it this way to avoid further stress.|Commander Christina did say that she was looking forward to BOTH sides,\nbut let's just keep it this way to avoid further stress.|Commander Christina did say that she was looking forward to BOTH sides,\nbut let's just keep it this way to avoid further stress.
40012|그 분은 사람을 치켜세우는 것에 능숙하니까 말이죠. \n그 진의는 오랜 세월 동안 고난을 함께 해 온 저로서도 알기 어려워요.|Yes, that person knows best how to encourage someone.\nThe truth behind it, well as one who have been around her a long time, its really hard to understand.|Yes, that person knows best how to encourage someone.\nThe truth behind it, well as one who have been around her a long time, its really hard to understand.|Yes, that person knows best how to encourage someone.\nThe truth behind it, well as one who have been around her a long time, its really hard to understand.|Yes, that person knows best how to encourage someone.\nThe truth behind it, well as one who have been around her a long time, its really hard to understand.|Yes, that person knows best how to encourage someone.\nThe truth behind it, well as one who have been around her a long time, its really hard to understand.|Yes, that person knows best how to encourage someone.\nThe truth behind it, well as one who have been around her a long time, its really hard to understand.|Yes, that person knows best how to encourage someone.\nThe truth behind it, well as one who have been around her a long time, its really hard to understand.|Yes, that person knows best how to encourage someone.\nThe truth behind it, well as one who have been around her a long time, its really hard to understand.|Yes, that person knows best how to encourage someone.\nThe truth behind it, well as one who have been around her a long time, its really hard to understand.
40013|내 생각에는, 발큐리아 부대에 부족한 뭔가를 \n여신의 키스 부대가 지니고 있기 때문이라고 본다.|In my opinion, she wants to find something from Goddess Kiss\nthat the Valcuria do not have.|In my opinion, she wants to find something from Goddess Kiss\nthat the Valcuria do not have.|In my opinion, she wants to find something from Goddess Kiss\nthat the Valcuria do not have.|In my opinion, she wants to find something from Goddess Kiss\nthat the Valcuria do not have.|In my opinion, she wants to find something from Goddess Kiss\nthat the Valcuria do not have.|In my opinion, she wants to find something from Goddess Kiss\nthat the Valcuria do not have.|In my opinion, she wants to find something from Goddess Kiss\nthat the Valcuria do not have.|In my opinion, she wants to find something from Goddess Kiss\nthat the Valcuria do not have.|In my opinion, she wants to find something from Goddess Kiss\nthat the Valcuria do not have.
40014|우리가 더 유리한건 뭐지? \n대원 수, 전투력, 자금력, 임무수행능력...|What do we have that they don't?\nNumbers? Attack Power?, Budget? Mission Control?...|What do we have that they don't?\nNumbers? Attack Power?, Budget? Mission Control?...|What do we have that they don't?\nNumbers? Attack Power?, Budget? Mission Control?...|What do we have that they don't?\nNumbers? Attack Power?, Budget? Mission Control?...|What do we have that they don't?\nNumbers? Attack Power?, Budget? Mission Control?...|What do we have that they don't?\nNumbers? Attack Power?, Budget? Mission Control?...|What do we have that they don't?\nNumbers? Attack Power?, Budget? Mission Control?...|What do we have that they don't?\nNumbers? Attack Power?, Budget? Mission Control?...|What do we have that they don't?\nNumbers? Attack Power?, Budget? Mission Control?...
40015|아니 전부 저쪽이 더 우수하잖아!|No, they've got far more than us..!!|No, they've got far more than us..!!|No, they've got far more than us..!!|No, they've got far more than us..!!|No, they've got far more than us..!!|No, they've got far more than us..!!|No, they've got far more than us..!!|No, they've got far more than us..!!|No, they've got far more than us..!!
40016|그, 그렇지.|Well, that's right.|Well, that's right.|Well, that's right.|Well, that's right.|Well, that's right.|Well, that's right.|Well, that's right.|Well, that's right.|Well, that's right.
