key|EBSS_Kr|EBSS_En|EBSS_Beon|EBSS_Esp|EBSS_Deu|EBSS_Idn|EBSS_Tha|EBSS_Fr|EBSS_Gan|EBSS_Rus
10180068|To be continued|To be continued|To be continued|To be continued|To be continued|To be continued|To be continued|To be continued|To be continued|To be continued
10180069|MAD SCIENTIST - 에밀리 체포 작전!|MAD SCIENTIST - Arrest Emily!|MAD SCIENTIST - Arrest Emily!|MAD SCIENTIST - Arrest Emily!|MAD SCIENTIST - Arrest Emily!|MAD SCIENTIST - Arrest Emily!|MAD SCIENTIST - Arrest Emily!|MAD SCIENTIST - Arrest Emily!|MAD SCIENTIST - Arrest Emily!|MAD SCIENTIST - Arrest Emily!
10180070|여기 있었군. 에밀리.|Found you, Emily.|Found you, Emily.|Found you, Emily.|Found you, Emily.|Found you, Emily.|Found you, Emily.|Found you, Emily.|Found you, Emily.|Found you, Emily.
10180071|뭐야? 에로마왕.|Yo, Erotic Devil.|Yo, Erotic Devil.|Yo, Erotic Devil.|Yo, Erotic Devil.|Yo, Erotic Devil.|Yo, Erotic Devil.|Yo, Erotic Devil.|Yo, Erotic Devil.|Yo, Erotic Devil.
10180072|에.. 에밀리 님. [00DEFF]{0}[-]님께 에로마왕이라뇨...|E-Emily. Don't call Mr. [00DEFF]{0}[-] an erotic devil...|E-Emily. Don't call Mr. [00DEFF]{0}[-] an erotic devil...|E-Emily. Don't call Mr. [00DEFF]{0}[-] an erotic devil...|E-Emily. Don't call Mr. [00DEFF]{0}[-] an erotic devil...|E-Emily. Don't call Mr. [00DEFF]{0}[-] an erotic devil...|E-Emily. Don't call Mr. [00DEFF]{0}[-] an erotic devil...|E-Emily. Don't call Mr. [00DEFF]{0}[-] an erotic devil...|E-Emily. Don't call Mr. [00DEFF]{0}[-] an erotic devil...|E-Emily. Don't call Mr. [00DEFF]{0}[-] an erotic devil...
10180073|가만 있어봐 파티마. 내가 에로마왕인건 맞는데… 문제는 저 녀석 상태야.|It's fine, Patima. I know I'm an erotic devil but... look at her state.|It's fine, Patima. I know I'm an erotic devil but... look at her state.|It's fine, Patima. I know I'm an erotic devil but... look at her state.|It's fine, Patima. I know I'm an erotic devil but... look at her state.|It's fine, Patima. I know I'm an erotic devil but... look at her state.|It's fine, Patima. I know I'm an erotic devil but... look at her state.|It's fine, Patima. I know I'm an erotic devil but... look at her state.|It's fine, Patima. I know I'm an erotic devil but... look at her state.|It's fine, Patima. I know I'm an erotic devil but... look at her state.
10180074|본인의 얼빵한 표정이나 좀 어떻게 하시지그래?|Why don't you fix your dumb face first?|Why don't you fix your dumb face first?|Why don't you fix your dumb face first?|Why don't you fix your dumb face first?|Why don't you fix your dumb face first?|Why don't you fix your dumb face first?|Why don't you fix your dumb face first?|Why don't you fix your dumb face first?|Why don't you fix your dumb face first?
10180075|게다가... 반말이잖아 저건!! 반말!!|And...she is being so rude!! Rude!!|And...she is being so rude!! Rude!!|And...she is being so rude!! Rude!!|And...she is being so rude!! Rude!!|And...she is being so rude!! Rude!!|And...she is being so rude!! Rude!!|And...she is being so rude!! Rude!!|And...she is being so rude!! Rude!!|And...she is being so rude!! Rude!!
10180076|시끄러워 죽겠으니까 저리 좀 꺼져주시겠어?|You noisy bigmouth, get the hell out?|You noisy bigmouth, get the hell out?|You noisy bigmouth, get the hell out?|You noisy bigmouth, get the hell out?|You noisy bigmouth, get the hell out?|You noisy bigmouth, get the hell out?|You noisy bigmouth, get the hell out?|You noisy bigmouth, get the hell out?|You noisy bigmouth, get the hell out?
10180077|파티마, 네 드링크에 저런 기능도 탑재되어 있는 거냐?|Patima, is this what your drink is supposed to do?|Patima, is this what your drink is supposed to do?|Patima, is this what your drink is supposed to do?|Patima, is this what your drink is supposed to do?|Patima, is this what your drink is supposed to do?|Patima, is this what your drink is supposed to do?|Patima, is this what your drink is supposed to do?|Patima, is this what your drink is supposed to do?|Patima, is this what your drink is supposed to do?
10180078|그것은 아니지만... 부작용은 언제나 존재하는 법이라...|It's not intended but... side effects always exist...|It's not intended but... side effects always exist...|It's not intended but... side effects always exist...|It's not intended but... side effects always exist...|It's not intended but... side effects always exist...|It's not intended but... side effects always exist...|It's not intended but... side effects always exist...|It's not intended but... side effects always exist...|It's not intended but... side effects always exist...
10180079|그래? 그럼 너는 절대 마시지 마. 절대로|Really? Don't ever drink it then, ever.|Really? Don't ever drink it then, ever.|Really? Don't ever drink it then, ever.|Really? Don't ever drink it then, ever.|Really? Don't ever drink it then, ever.|Really? Don't ever drink it then, ever.|Really? Don't ever drink it then, ever.|Really? Don't ever drink it then, ever.|Really? Don't ever drink it then, ever.
10180080|[00DEFF]{0}[-]님... 이런 상황에서도 저를 생각 해주시...|Mr. [00DEFF]{0}[-]... You are so considerate of me even in a situation like ..|Mr. [00DEFF]{0}[-]... You are so considerate of me even in a situation like ..|Mr. [00DEFF]{0}[-]... You are so considerate of me even in a situation like ..|Mr. [00DEFF]{0}[-]... You are so considerate of me even in a situation like ..|Mr. [00DEFF]{0}[-]... You are so considerate of me even in a situation like ..|Mr. [00DEFF]{0}[-]... You are so considerate of me even in a situation like ..|Mr. [00DEFF]{0}[-]... You are so considerate of me even in a situation like ..|Mr. [00DEFF]{0}[-]... You are so considerate of me even in a situation like ..|Mr. [00DEFF]{0}[-]... You are so considerate of me even in a situation like ..
10180081|반말로 내 옹졸한 가슴에 불을 지피지 말란 말이다!!|Don't test my intolerant temperament with rudeness!!|Don't test my intolerant temperament with rudeness!!|Don't test my intolerant temperament with rudeness!!|Don't test my intolerant temperament with rudeness!!|Don't test my intolerant temperament with rudeness!!|Don't test my intolerant temperament with rudeness!!|Don't test my intolerant temperament with rudeness!!|Don't test my intolerant temperament with rudeness!!|Don't test my intolerant temperament with rudeness!!
10180082|지금 둘이서 뭐하자는 짓거리야? 귀찮으니까 덤비려면 어서 덤벼. 콱 쏴 버리기 전에.|What are you two doing? Stop bothering me and bring it before I shoot you.|What are you two doing? Stop bothering me and bring it before I shoot you.|What are you two doing? Stop bothering me and bring it before I shoot you.|What are you two doing? Stop bothering me and bring it before I shoot you.|What are you two doing? Stop bothering me and bring it before I shoot you.|What are you two doing? Stop bothering me and bring it before I shoot you.|What are you two doing? Stop bothering me and bring it before I shoot you.|What are you two doing? Stop bothering me and bring it before I shoot you.|What are you two doing? Stop bothering me and bring it before I shoot you.
10180083|하아~ 나야말로 귀찮아 죽겠어요, 에밀리 양. 허나! 아이들의 교육 역시 어른이 할 일이지.|Hah ah~ You are bothering me too, Ms. Emily. However, it's us adult's job to discipline children.|Hah ah~ You are bothering me too, Ms. Emily. However, it's us adult's job to discipline children.|Hah ah~ You are bothering me too, Ms. Emily. However, it's us adult's job to discipline children.|Hah ah~ You are bothering me too, Ms. Emily. However, it's us adult's job to discipline children.|Hah ah~ You are bothering me too, Ms. Emily. However, it's us adult's job to discipline children.|Hah ah~ You are bothering me too, Ms. Emily. However, it's us adult's job to discipline children.|Hah ah~ You are bothering me too, Ms. Emily. However, it's us adult's job to discipline children.|Hah ah~ You are bothering me too, Ms. Emily. However, it's us adult's job to discipline children.|Hah ah~ You are bothering me too, Ms. Emily. However, it's us adult's job to discipline children.
10180084|어쩌실 거예요? [00DEFF]{0}[-]님?|Your plan, Mr. [00DEFF]{0}[-]?|Your plan, Mr. [00DEFF]{0}[-]?|Your plan, Mr. [00DEFF]{0}[-]?|Your plan, Mr. [00DEFF]{0}[-]?|Your plan, Mr. [00DEFF]{0}[-]?|Your plan, Mr. [00DEFF]{0}[-]?|Your plan, Mr. [00DEFF]{0}[-]?|Your plan, Mr. [00DEFF]{0}[-]?|Your plan, Mr. [00DEFF]{0}[-]?
10180085|교육을 해야지 교육을! 어른들만 할 수 있는 아주 짜릿한 교육을 말이야. 후후.|Discipline! Something that only real adults can provide, exciting discipline. Hehe.|Discipline! Something that only real adults can provide, exciting discipline. Hehe.|Discipline! Something that only real adults can provide, exciting discipline. Hehe.|Discipline! Something that only real adults can provide, exciting discipline. Hehe.|Discipline! Something that only real adults can provide, exciting discipline. Hehe.|Discipline! Something that only real adults can provide, exciting discipline. Hehe.|Discipline! Something that only real adults can provide, exciting discipline. Hehe.|Discipline! Something that only real adults can provide, exciting discipline. Hehe.|Discipline! Something that only real adults can provide, exciting discipline. Hehe.
10180086|[00DEFF]{0}[-]님... 표정이…|Mr. [00DEFF]{0}[-]... Your look…|Mr. [00DEFF]{0}[-]... Your look…|Mr. [00DEFF]{0}[-]... Your look…|Mr. [00DEFF]{0}[-]... Your look…|Mr. [00DEFF]{0}[-]... Your look…|Mr. [00DEFF]{0}[-]... Your look…|Mr. [00DEFF]{0}[-]... Your look…|Mr. [00DEFF]{0}[-]... Your look…|Mr. [00DEFF]{0}[-]... Your look…
10180087|파티마, 저 아이는 내가 재워둘 테니 어서 해독제를 만들어와. 부탁할게!|Patima, I'll take her to bed, so bring the antidote quickly!|Patima, I'll take her to bed, so bring the antidote quickly!|Patima, I'll take her to bed, so bring the antidote quickly!|Patima, I'll take her to bed, so bring the antidote quickly!|Patima, I'll take her to bed, so bring the antidote quickly!|Patima, I'll take her to bed, so bring the antidote quickly!|Patima, I'll take her to bed, so bring the antidote quickly!|Patima, I'll take her to bed, so bring the antidote quickly!|Patima, I'll take her to bed, so bring the antidote quickly!
10180088|네! [00DEFF]{0}[-]님.|Okay Mr. [00DEFF]{0}[-]!|Okay Mr. [00DEFF]{0}[-]!|Okay Mr. [00DEFF]{0}[-]!|Okay Mr. [00DEFF]{0}[-]!|Okay Mr. [00DEFF]{0}[-]!|Okay Mr. [00DEFF]{0}[-]!|Okay Mr. [00DEFF]{0}[-]!|Okay Mr. [00DEFF]{0}[-]!|Okay Mr. [00DEFF]{0}[-]!
10180089|MAD SCIENTIST - 에밀리 회복 완료!|MAD SCIENTIST - Emily Fully Recovered!|MAD SCIENTIST - Emily Fully Recovered!|MAD SCIENTIST - Emily Fully Recovered!|MAD SCIENTIST - Emily Fully Recovered!|MAD SCIENTIST - Emily Fully Recovered!|MAD SCIENTIST - Emily Fully Recovered!|MAD SCIENTIST - Emily Fully Recovered!|MAD SCIENTIST - Emily Fully Recovered!|MAD SCIENTIST - Emily Fully Recovered!
10180090|[00DEFF]{0}[-]님, 여기 해.. 해독제를 가져왔어요.|Mr. [00DEFF]{0}[-], here is the antidote.|Mr. [00DEFF]{0}[-], here is the antidote.|Mr. [00DEFF]{0}[-], here is the antidote.|Mr. [00DEFF]{0}[-], here is the antidote.|Mr. [00DEFF]{0}[-], here is the antidote.|Mr. [00DEFF]{0}[-], here is the antidote.|Mr. [00DEFF]{0}[-], here is the antidote.|Mr. [00DEFF]{0}[-], here is the antidote.|Mr. [00DEFF]{0}[-], here is the antidote.
10180091|여어~ 파티마. 역시 너밖에 없어.|Yay~ Patima, good job.|Yay~ Patima, good job.|Yay~ Patima, good job.|Yay~ Patima, good job.|Yay~ Patima, good job.|Yay~ Patima, good job.|Yay~ Patima, good job.|Yay~ Patima, good job.|Yay~ Patima, good job.
10180092|그런데 에밀리 님은 어디에...?|But where is Ms. Emily...?|But where is Ms. Emily...?|But where is Ms. Emily...?|But where is Ms. Emily...?|But where is Ms. Emily...?|But where is Ms. Emily...?|But where is Ms. Emily...?|But where is Ms. Emily...?|But where is Ms. Emily...?
10180093|응? 아~ 여기 있잖아 여기. 이 어른의 무릎을 베고 잠들어 있지.|Huh? Ah~ she's right here. Sound asleep on a real adult's knees.|Huh? Ah~ she's right here. Sound asleep on a real adult's knees.|Huh? Ah~ she's right here. Sound asleep on a real adult's knees.|Huh? Ah~ she's right here. Sound asleep on a real adult's knees.|Huh? Ah~ she's right here. Sound asleep on a real adult's knees.|Huh? Ah~ she's right here. Sound asleep on a real adult's knees.|Huh? Ah~ she's right here. Sound asleep on a real adult's knees.|Huh? Ah~ she's right here. Sound asleep on a real adult's knees.|Huh? Ah~ she's right here. Sound asleep on a real adult's knees.
